"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_helyes","","Mon Nov 25 12:50:27 GMT 2024","broken","Mon Nov 25 12:50:27 GMT 2024","TestTC","email_test","",""
"","0","test_ures","","Mon Nov 25 12:50:27 GMT 2024","broken","Mon Nov 25 12:50:27 GMT 2024","TestTC","email_test","",""
"","0","test_tc1","","Mon Nov 25 12:50:27 GMT 2024","broken","Mon Nov 25 12:50:27 GMT 2024","TestTC","penzfeldobas_test","",""
"","0","test_ures","","Mon Nov 25 12:50:28 GMT 2024","broken","Mon Nov 25 12:50:28 GMT 2024","TestTC","teglalap_test","",""
"","0","test_helytelen","","Mon Nov 25 12:50:26 GMT 2024","broken","Mon Nov 25 12:50:26 GMT 2024","TestTC","email_test","",""
"","0","test_nem_szamok","","Mon Nov 25 12:50:28 GMT 2024","broken","Mon Nov 25 12:50:28 GMT 2024","TestTC","teglalap_test","",""
"","0","test_helyes","","Mon Nov 25 12:50:27 GMT 2024","broken","Mon Nov 25 12:50:27 GMT 2024","TestTC","teglalap_test","",""
